Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Longtitude,Regionname,Propertycount
3,h,510000,1,196,20.6,3064,2,2,350,161,2014,11,144.90887,Southern,15510
4,h,592500,1,196,20.6,3064,2,2,448,188,2011,11,144.91151,Southern,15510
3,h,669000,1,221,24.7,3175,1,1,713,145,1960,9,145.2254,Southern,10894
5,h,895000,1,16,24.7,3175,2,4,779,186,1970,9,145.21236,Southern,8322
4,h,505000,1,257,18,3037,2,2,344,105.9,1995,3,144.76699,Southern,2898
5,h,1530000,1,16,12.4,3108,3,2,851,215,1975,15,145.13745,Southern,9028
3,r,816000,1,16,14.3,3109,1,2,0,121,2010,15,145.16033,Southern,10999
4,h,1385000,1,106,14.3,3109,3,2,417,203,1980,15,145.14606,Southern,10999
2,h,472500,1,35,28.8,3177,1,2,590,74,1960,5,145.23526,Southern,3533
1,p,895000,1,111,1.3,3002,1,1,0,60,1990,18,144.97617,Southern,3040
2,p,724000,1,163,27,3196,1,2,224,104,2000,12,145.11717,Southern,2546
3,h,1975000,1,23,7.2,3185,2,2,458,165,1900,8,145.00539,Southern,4898
3,r,1200000,1,23,7.2,3185,1,2,1405,117,1965,8,145.01112,Southern,4898
2,p,630000,1,140,7.2,3184,1,1,637,73,1970,25,144.98518,Southern,8989
3,h,1535000,1,106,8.2,3041,1,2,811,152,1925,21,144.90485,Southern,1308
2,h,830000,0,221,13.1,3060,1,1,779,102,1950,23,144.96508,Southern,5070
3,h,740000,3,221,24.8,3156,1,2,968,118,1955,13,145.28553,Southern,10788
2,p,430000,0,140,5.1,3011,1,1,1909,110,2007,16,144.89607,Southern,7570
3,h,900000,0,222,5.1,3011,1,3,312,106,1880,16,144.89128,Southern,7570
4,h,1000000,2,155,5.1,3011,2,1,180,206,1994,16,144.908,Southern,7570
4,h,891000,1,222,5.1,3011,1,3,446,101.7,1920,16,144.89076,Southern,7570
3,h,1011000,1,140,15.4,3131,1,1,590,114,1960,28,145.168,Southern,4385
2,p,580000,4,260,7.3,3146,1,1,200,62,1970,26,145.0468,Southern,10412
2,p,519500,1,135,7.3,3146,1,1,1101,73,1970,26,145.04681,Southern,10412
2,p,656000,1,90,16.7,3150,1,1,345,120,2012,20,145.14856,Southern,15321
5,h,1182000,1,196,16.7,3150,2,3,650,152,1975,20,145.17166,Southern,15321
3,p,1000000,0,140,16.7,3150,2,2,365,124,1996,20,145.17031,Southern,15321
2,p,493000,1,23,11.2,3046,1,2,201,201,2000,23,144.90934,Southern,8870
3,h,940000,3,221,11.2,3046,2,5,627,173,1960,23,144.92166,Southern,8870
2,p,435000,1,155,11.2,3046,1,1,144,73,2010,23,144.92379,Southern,8870
4,h,741000,1,155,11.2,3046,1,2,652,158,1960,23,144.95127,Southern,2606
3,h,550000,1,70,11.2,3046,1,2,325,100,1950,23,144.94757,Southern,2606
3,r,1405000,1,32,13.8,3188,2,2,220,139,2014,1,145.00093,Southern,5454
4,h,1270500,1,179,21.3,3135,2,3,801,180,1957,17,145.24487,Southern,3794
3,h,751000,3,134,21.3,3135,1,2,693,129,1950,17,145.24893,Southern,3794
4,h,1535000,1,227,16,3190,2,2,719,719,1998,1,145.03122,Southern,4794
4,h,700000,0,16,18,3037,2,4,788,236,1995,19,144.75225,Southern,5556
3,h,520000,1,118,18.4,3029,1,0,609,109,1986,30,144.68607,Southern,13830
4,h,650000,3,231,18.4,3029,2,2,680,205,1985,30,144.69566,Southern,13830
2,p,472000,1,117,12.3,3166,1,1,0,70,1970,20,145.08354,Southern,3145
2,r,880000,1,146,7.8,3079,1,2,229,113,2005,0,145.03452,Southern,5549
4,r,985000,4,106,7.8,3079,3,2,181,154,2016,0,145.03883,Southern,5549
3,h,528000,3,193,14,3047,1,3,588,92,1960,11,144.90928,Southern,851
3,h,918000,1,155,11.7,3033,2,2,669,166,2000,21,144.85874,Southern,5629
2,p,591000,1,155,5.4,3101,1,2,0,90,1887,2,145.02382,Southern,10331
3,h,565000,1,196,14,3021,2,3,543,106.9,1980,3,144.78107,Southern,2878
4,h,362000,3,260,31.7,3337,2,2,685,141,1970,19,144.59643,Southern,3553
3,h,560000,1,127,16.3,3075,1,2,535,104,1970,29,145.02761,Southern,8279
3,p,447000,1,260,41,3910,1,2,230,102,2002,7,145.18781,Southern,8743
3,h,681000,3,23,6.4,3012,1,2,523,93.82,1950,16,144.86955,Southern,3873
3,h,1005000,1,222,6.4,3012,1,5,653,109,1930,16,144.88214,Southern,3873
2,h,468000,1,31,6.4,3012,1,2,312,89,1990,16,144.87233,Southern,3873
3,r,640000,1,23,4.3,3032,2,2,91,132,2000,16,144.88011,Southern,4918
3,p,420000,1,257,17.4,3048,1,1,658,94,1990,11,144.92527,Southern,4704
3,h,326000,1,260,29.8,3338,1,1,611,115,1985,19,144.57827,Southern,4718
3,h,725000,1,196,17.9,3082,2,2,602,129,1980,29,145.06912,Southern,10529
3,h,1101000,1,196,17.2,3132,1,2,774,132.6,1950,28,145.1981,Southern,6871
4,r,926000,1,196,17.2,3132,3,2,374,170,2000,28,145.18727,Southern,6871
1,p,362000,1,28,6.2,3039,1,1,0,55,2015,21,144.91552,Southern,6232
1,p,309000,1,16,21.5,3195,1,1,57,42,1978,12,145.09425,Southern,3650
2,p,611000,1,253,14.2,3149,1,1,161,82,1970,20,145.11526,Southern,13366
3,h,755000,1,196,18.8,3170,2,2,197,132,2005,20,145.18549,Southern,7113
3,h,862000,1,253,18.8,3170,2,2,246,3,2002,20,145.19647,Southern,7113
3,h,815500,1,196,18.8,3170,2,2,434,104,1960,20,145.15827,Southern,7113
3,h,1100000,4,251,6.2,3015,2,3,449,154.3,1940,10,144.87667,Southern,5498
4,h,1130000,3,155,10.4,3042,2,2,650,163,1975,21,144.8768,Southern,2291
4,h,1006000,1,28,10.4,3042,2,1,270,178.74,2008,21,144.88577,Southern,2291
2,p,445000,1,266,22.7,3174,1,3,197,82,1998,9,145.18999,Southern,11806
3,h,650000,3,266,22.7,3174,1,1,603,130,1970,9,145.18962,Southern,11806
2,p,465000,3,106,1.8,3051,1,1,0,53,2010,18,144.94261,Southern,6821
3,h,1335000,1,155,5.3,3070,1,1,390,112,1920,6,144.99731,Southern,11364
4,h,1390000,1,32,15.5,3167,2,2,558,243,2010,20,145.08807,Southern,3692
4,h,643500,1,35,47.3,3810,2,2,600,300,2010,4,145.43698,Southern,17384
2,r,510000,0,155,8.5,3044,1,1,129,88.3,2012,23,144.95018,Southern,7485
2,p,550000,3,204,8.5,3044,1,1,164,80.7,2008,23,144.92559,Southern,7485
2,p,580000,1,155,8.5,3044,1,1,103,111,2010,23,144.92628,Southern,7485
1,p,250000,0,260,8.4,3072,1,1,631,34,1965,6,144.99322,Southern,14577
1,p,392000,1,90,8.4,3072,1,1,629,41,1965,6,144.99326,Southern,14577
1,p,505000,3,255,8.4,3072,1,1,102,43,2000,6,145.01394,Southern,14577
3,h,980000,1,91,8.4,3072,1,3,397,107,1925,6,145.00984,Southern,14577
2,h,320000,0,196,12,3073,1,1,89,65,1965,6,145.00132,Southern,21650
2,r,617500,3,193,12,3073,2,1,0,114,2010,6,145.02652,Southern,21650
5,h,1282500,2,155,12,3073,2,2,499,251,2015,6,144.99021,Southern,21650
2,p,419000,1,106,2.4,3121,1,1,3512,51,2011,31,144.99789,Southern,14949
2,p,1667500,1,106,2.4,3121,2,2,92,141,1940,31,144.99174,Southern,14949
2,p,685000,3,49,2.4,3121,2,1,0,77,2011,31,144.99303,Southern,14949
3,h,882500,1,260,19.9,3134,2,2,918,145,1975,17,145.24636,Southern,7785
3,h,910000,1,179,19.9,3134,2,2,651,162,1977,17,145.24268,Southern,7785
3,h,1651000,1,32,15.2,3191,2,1,390,125,1950,1,145.01571,Southern,4497
4,h,1040000,1,188,22.2,3179,2,2,1134,152,1970,13,145.23404,Southern,2206
4,h,1120000,1,161,22.2,3179,2,2,960,179,1985,13,145.22123,Southern,2206
3,h,500000,2,90,20.5,3752,2,2,330,118,2008,29,145.08745,Southern,7969
1,p,420000,1,260,2.7,3141,1,1,0,43,1960,26,144.98844,Southern,14887
2,p,460000,4,82,2.7,3141,2,0,0,63,2014,26,144.99379,Southern,14887
2,p,1340000,1,135,2.7,3141,2,2,0,133,1995,26,145.00265,Southern,14887
3,h,700000,0,266,22.2,3172,1,2,638,105,1980,9,145.15497,Southern,4054
1,p,360000,1,260,5,3182,1,1,0,49,1971,25,144.98046,Southern,13240
4,h,1220000,1,155,8.2,3041,1,2,750,185,1960,21,144.91731,Southern,3284
3,h,500000,1,257,31.7,3429,1,3,678,127,1975,11,144.7241,Southern,14092
3,h,438000,1,257,31.7,3429,1,4,606,96,1994,11,144.71058,Southern,14092
4,r,650000,3,222,10.5,3020,2,1,283,181.6,2005,3,144.83629,Southern,4217
3,r,615000,0,16,10.5,3020,2,1,358,27,1999,3,144.79311,Southern,6763
4,h,740000,1,188,18,3037,2,2,1017,156,2000,3,144.75854,Southern,3640
4,h,463500,1,260,18.4,3029,2,2,371,156,2006,30,144.65618,Southern,10160
3,h,530000,1,260,18.4,3029,2,2,400,153,2009,30,144.67324,Southern,10160
3,h,446000,1,222,18.4,3029,2,2,326,162,2012,30,144.66179,Southern,10160
3,h,520000,1,16,18,3037,2,2,389,161,2005,19,144.76031,Southern,4242
3,h,530000,3,257,18,3037,2,1,343,119,2011,19,144.75204,Southern,4242
5,h,725500,1,16,18,3037,3,2,450,260,2011,19,144.75283,Southern,4242
3,r,502000,1,16,15.5,3038,2,2,198,143,2004,3,144.77869,Southern,5336
4,h,1215000,1,260,12.4,3107,2,4,729,240,1970,15,145.11183,Southern,5420
2,r,731000,1,106,12.4,3107,1,1,217,115,2005,15,145.11401,Southern,5420
3,h,651000,2,90,15.3,3074,1,2,526,116,1970,29,144.99769,Southern,7955
3,h,631000,1,90,15.3,3074,1,2,584,121,1965,29,145.02294,Southern,7955
3,h,1110000,3,140,7,3071,1,0,396,113,1930,6,144.98534,Southern,8870
2,p,735000,3,106,4.1,3142,1,1,0,84,1935,26,145.00705,Southern,7217
3,h,822000,1,105,12.9,3043,1,1,778,112,1960,11,144.87972,Southern,3296
3,h,988000,1,73,17.2,3133,1,1,653,119,1970,28,145.2022,Southern,4181
3,r,630000,1,196,14.7,3152,1,2,169,141,2001,13,145.22973,Southern,7082
3,h,830000,1,16,14.5,3087,1,1,598,104.4,1975,0,145.08891,Southern,2329
3,h,710000,1,196,14.5,3087,1,2,600,115,1974,0,145.08743,Southern,1442
3,h,383000,1,85,14.7,3030,1,2,548,95,1960,30,144.65744,Southern,16166
4,h,463000,1,260,14.7,3030,2,2,358,148,2012,30,144.63816,Southern,16166
3,h,452000,3,23,14.7,3030,1,3,567,121,1980,30,144.66149,Southern,16166
4,h,665000,1,260,14.7,3030,2,2,520,201,2014,30,144.64143,Southern,16166
3,h,485000,3,203,14.7,3030,1,1,633,88,1960,30,144.65591,Southern,16166
4,h,510000,3,257,14.7,3030,2,1,531,147,2003,30,144.64268,Southern,16166
3,h,850000,1,104,6.4,3012,1,2,269,111,1910,16,144.87911,Southern,5058
4,h,1440000,1,251,6.8,3016,2,0,240,170,1900,10,144.89561,Southern,6380
3,h,620000,3,29,31.4,3775,2,1,863,180.56,1975,32,145.37389,Southern,1160
2,h,900000,3,222,6.3,3013,1,3,463,123.5,1940,16,144.87955,Southern,6543
4,h,1407000,1,239,6.3,3013,2,2,446,152,1955,16,144.87464,Southern,6543
3,r,780000,1,190,10.4,3042,2,1,195,192,2005,21,144.88272,Southern,3464
3,h,555000,3,222,14,3021,1,3,566,126,1980,3,144.76679,Southern,1899
3,r,580000,0,67,10.5,3020,2,2,175,110,2014,3,144.82443,Southern,2185
3,h,627000,1,16,12.8,3022,1,2,697,102,1960,3,144.79746,Southern,1281
4,h,1540000,1,106,10.2,3147,2,3,668,205,1970,20,145.10026,Southern,2894
5,h,3812000,1,235,7.9,3103,4,2,729,1,2012,2,145.09511,Southern,5682
4,h,1755000,1,106,9.7,3104,2,2,605,155,1938,2,145.06564,Southern,7809
3,h,606000,1,140,23.2,3153,1,1,424,94,1970,13,145.25545,Southern,5030
3,r,1435000,1,260,11.4,3204,3,2,307,177,2014,8,145.04927,Southern,6795
3,r,1260000,1,255,13.8,3165,2,2,669,138,1960,8,145.08065,Southern,10969
3,h,620000,1,35,35.2,3806,1,2,792,101,1970,5,145.33886,Southern,17093
2,p,600000,1,94,17.3,3193,1,1,0,74,1960,1,145.0175,Southern,2866
2,p,615000,1,196,13.4,3130,1,1,3316,85,1970,28,145.14444,Southern,4387
4,h,770000,3,161,25,3155,2,2,723,1,1970,13,145.29493,Southern,9704
2,p,845000,3,32,10.5,3186,1,1,100,110,1960,1,144.99881,Southern,10579
4,h,706000,1,257,14,3047,1,4,752,115,1960,11,144.91435,Southern,4294
4,h,456000,1,203,29.8,3338,2,2,576,189,2010,19,144.54532,Southern,3122
2,h,650000,1,106,5.2,3056,1,1,108,70,1970,23,144.96824,Southern,11918
2,h,620000,1,159,4,3057,1,1,123,79,1960,23,144.97404,Southern,5533
2,h,683000,1,159,4,3057,1,1,0,91,1970,23,144.97412,Southern,5533
2,h,501000,1,106,4,3057,1,1,71,47,1970,23,144.97557,Southern,5533
2,p,615000,3,260,4,3057,1,1,0,70,2008,23,144.97797,Southern,5533
2,h,1150000,1,106,5.2,3055,1,1,539,107,1940,23,144.94069,Southern,7082
3,p,835000,1,196,14.7,3151,2,2,347,143,2000,28,145.15512,Southern,4048
3,h,640000,1,87,14.8,3023,2,2,316,170,2008,3,144.78847,Southern,2674
3,r,1280000,3,106,7.7,3124,2,2,186,158,2014,2,145.08705,Southern,8920
4,h,2500000,4,73,7.7,3124,2,3,947,225,1930,2,145.09545,Southern,8920
2,p,600800,1,179,7.7,3124,1,1,1625,1,1960,2,145.09257,Southern,8920
3,p,1151000,1,255,10.1,3163,2,1,259,115,1995,8,145.0539,Southern,7822
3,h,625000,3,32,31.2,3197,2,1,379,170,1950,12,145.12965,Southern,1989
3,h,480000,1,90,34.9,3201,1,0,528,106,1981,7,145.18737,Southern,8060
5,r,1050000,1,32,11.7,3148,2,2,276,159,2011,20,145.09741,Southern,3582
5,h,835500,1,196,27,3196,5,4,570,243,1990,12,145.13212,Southern,2076
4,h,1740000,3,163,17.9,3192,2,2,721,283,2010,12,145.06547,Southern,9758
2,p,591000,1,196,3.6,3068,1,1,0,64,1970,31,145.00588,Southern,2954
4,h,1400000,1,155,6.7,3058,2,2,426,165,1930,23,144.95759,Southern,11204
2,h,996000,1,155,6.7,3058,1,1,476,97,1930,23,144.95321,Southern,11204
4,h,1011000,1,155,6.7,3058,2,2,500,145,1930,23,144.95853,Southern,3445
3,r,830000,1,196,6.7,3058,2,2,275,142,2008,23,144.97087,Southern,3445
4,h,510000,0,118,20.6,3064,2,1,336,83,2014,11,144.89956,Southern,15510
4,h,590000,1,257,20.6,3064,2,2,512,200.71,2007,11,144.93592,Southern,15510
3,h,390000,1,196,20.6,3064,1,1,301,109,2001,11,144.92619,Southern,15510
4,h,500000,1,196,34.7,3977,2,0,579,149,1990,5,145.27369,Southern,6464
3,h,1420000,4,16,12.4,3108,1,2,721,130,1965,15,145.12021,Southern,9028
3,h,1460000,3,23,14.3,3109,1,2,660,117,1965,15,145.15755,Southern,10999
3,h,450000,3,221,28.8,3177,1,0,585,85,1960,5,145.23587,Southern,3533
2,p,834500,1,23,7.2,3185,1,2,538,92,2005,8,145.00083,Southern,4898
4,h,920000,1,29,18,3095,3,2,1503,209,1980,24,145.14105,Southern,2346
2,p,930000,1,46,7.2,3184,1,1,837,80,1930,25,144.98635,Southern,8989
2,p,720000,1,46,7.2,3184,1,2,797,90,1920,25,144.99059,Southern,8989
3,r,1035000,1,46,7.2,3184,2,2,0,111,2010,25,144.98235,Southern,8989
2,p,715000,1,46,7.2,3184,1,1,795,80,2005,25,144.99202,Southern,8989
2,h,655000,1,112,36.9,3782,1,0,1000,81.79,1980,4,145.4453,Southern,2259
3,h,630000,3,163,28.5,3802,2,2,581,128,1985,5,145.27178,Southern,8443
3,h,676000,3,163,28.5,3802,2,3,810,114,1980,5,145.26001,Southern,8443
4,h,658000,0,260,19.6,3076,2,2,571,200,1997,29,145.03539,Southern,10926
3,h,500000,1,60,19.6,3076,2,2,321,130,2011,29,145.03135,Southern,10926
3,h,560000,1,87,19.6,3076,2,1,390,147,2007,29,145.00979,Southern,10926
2,p,503000,1,127,19.6,3076,2,2,214,115,2000,29,145.02815,Southern,10926
3,h,1800000,3,106,5.7,3078,1,2,697,112,1925,6,145.02288,Southern,2970
3,h,861000,1,196,24.8,3156,2,1,720,162,1960,13,145.25918,Southern,10788
4,h,890000,1,196,24.8,3156,2,2,659,177,1992,13,145.27879,Southern,10788
2,p,370000,4,104,5.1,3011,1,1,0,60,1960,16,144.9021,Southern,7570
4,h,680000,4,260,38,3199,2,3,767,210,1980,7,145.14285,Southern,17055
3,h,570000,3,35,36.9,3200,1,4,632,104,1960,7,145.16209,Southern,2500
4,h,945000,1,26,38,3199,2,2,694,265,2009,7,145.1208,Southern,7566
2,p,450000,1,255,10.1,3163,1,1,0,77,2010,8,145.04038,Southern,2403
2,r,955000,1,106,7.3,3146,1,1,197,1,1970,26,145.0485,Southern,10412
3,h,820000,1,221,11.2,3046,1,4,650,135,1950,23,144.92586,Southern,8870
3,h,680000,1,71,11.2,3046,1,1,422,104,1960,23,144.93164,Southern,8870
4,h,770000,0,60,16.1,3088,2,2,789,169,1975,0,145.12163,Southern,8524
4,h,900000,1,152,16.1,3088,3,1,807,190,1975,0,145.12743,Southern,8524
3,r,835000,4,260,8.9,3084,2,2,161,135,2010,0,145.07024,Southern,2890
3,r,1200000,1,45,16,3190,1,2,269,125,2000,1,145.02379,Southern,4794
3,r,1030000,0,94,16,3190,2,2,240,180,2006,1,145.02432,Southern,4794
4,r,1200000,1,260,16,3190,2,2,304,183,2007,12,145.04947,Southern,4794
2,h,1150000,0,260,16,3190,1,2,591,100,1950,1,145.02717,Southern,4794
4,h,618350,1,257,18,3037,2,2,542,221,2009,19,144.74608,Southern,5556
3,h,540000,1,196,18.4,3029,2,2,580,200,1990,30,144.66771,Southern,13830
4,h,2530000,4,146,7.8,3079,2,0,637,306,1936,0,145.04005,Southern,5549
3,h,750000,1,155,10.4,3042,2,2,761,222,1980,3,144.85739,Southern,1119
5,h,765000,3,139,10.4,3042,3,4,650,178,1970,3,144.86073,Southern,1119
3,r,1405000,1,29,5.4,3101,2,2,325,129,1980,2,145.05056,Southern,10331
4,h,3015000,1,106,5.4,3101,2,2,813,276,1970,2,145.01725,Southern,10331
3,h,745000,3,23,25.2,3173,1,4,540,108,1980,9,145.15925,Southern,8459
3,h,375000,3,260,31.7,3337,2,1,637,131,1980,19,144.59785,Southern,3553
2,p,444000,1,87,16.3,3075,1,1,277,100,1980,29,145.0008,Southern,8279
3,h,544000,1,120,16.3,3075,1,2,534,129,1960,29,145.03644,Southern,8279
3,h,580500,1,127,16.3,3075,1,1,532,934,1980,29,145.02568,Southern,8279
3,r,670000,3,104,6.4,3012,2,2,159,128,2016,16,144.86733,Southern,3873
4,r,821000,1,104,6.4,3012,3,2,294,151,2014,16,144.86768,Southern,3873
3,r,360000,3,193,17.4,3048,1,1,154,108,2008,11,144.91883,Southern,4704
3,h,510000,3,16,17.4,3048,1,1,670,101,1960,11,144.91868,Southern,4704
2,p,565000,1,132,0,3000,1,0,89,85,2003,18,144.96168,Southern,17496
3,h,385000,1,257,29.8,3338,1,2,670,124,1975,19,144.57688,Southern,4718
4,h,427500,1,260,31.7,3337,1,2,865,129.92,1980,19,144.55784,Southern,6065
3,h,668000,1,196,17.9,3082,2,1,555,196,1990,29,145.05085,Southern,10529
3,h,650000,0,196,17.9,3082,2,1,661,141,1990,29,145.07209,Southern,10529
4,h,1400000,0,94,6.2,3039,2,1,375,200,1930,21,144.93249,Southern,6232
3,h,696000,1,73,26.5,3138,1,2,886,120,1960,32,145.31266,Southern,8280
3,h,1406000,1,196,14.2,3149,2,2,660,133,1960,20,145.139,Southern,13366
3,h,9000000,0,88,18.8,3170,1,1,744,117,1960,20,145.16126,Southern,7113
3,h,1001000,1,90,18.8,3170,1,2,727,168,1970,20,145.16152,Southern,7113
2,p,540000,4,246,10.1,3163,1,1,80,67,1970,8,145.06992,Southern,4442
2,p,910000,1,260,10.1,3163,1,2,402,106,1970,8,145.07104,Southern,4442
1,p,295000,0,227,10.1,3163,1,1,0,45,1970,8,145.07333,Southern,4442
2,p,582000,3,86,6.2,3015,1,1,963,86,2012,10,144.88211,Southern,5498
3,h,695000,1,16,22.7,3174,1,1,671,142,1950,9,145.18035,Southern,11806
4,h,1515000,1,106,5.3,3070,1,2,318,161,1920,6,144.99884,Southern,11364
3,p,813000,1,196,15.4,3131,2,2,266,134,2001,28,145.1744,Southern,4973
2,r,545000,0,94,11.2,3046,1,1,0,80,2013,23,144.92268,Southern,2651
4,h,1300000,0,255,11.2,3046,2,2,866,175,1960,23,144.92341,Southern,2651
4,h,1260000,1,53,11.2,3046,2,2,656,204,1960,23,144.91211,Southern,2651
3,h,940000,3,260,8.5,3044,1,1,559,109,1955,23,144.92966,Southern,7485
4,h,620000,1,260,14.7,3030,2,2,448,238,2011,30,144.73946,Southern,15542
2,h,1722500,1,135,3.5,3207,1,0,101,75,1900,25,144.94021,Southern,8648
4,h,1485000,1,140,8.4,3072,1,2,509,202,1920,6,144.9933,Southern,14577
2,r,672000,1,260,12,3073,1,1,243,120,2012,6,145.0018,Southern,21650
1,p,330000,4,135,2.4,3121,1,1,0,43.7,1970,31,145.00834,Southern,14949
3,h,1400000,1,87,21.3,3135,2,4,941,97,1950,17,145.24213,Southern,4407
2,p,558500,3,32,7.2,3185,1,1,1453,63,1970,25,144.99752,Southern,821
3,h,460000,1,257,20.6,3064,2,3,266,153,2000,11,144.93274,Southern,5833
3,h,490000,1,196,20.6,3064,2,2,400,143,1996,11,144.92506,Southern,5833
4,h,1660000,1,260,15.2,3191,2,2,390,235,2004,1,145.02068,Southern,4497
4,h,1235000,1,94,15.2,3191,2,2,404,165,1925,1,145.02138,Southern,4497
4,h,870000,1,260,35.4,3198,2,2,771,160,1965,7,145.13397,Southern,8077
4,h,880000,1,163,35.4,3198,2,2,535,199,1970,7,145.12981,Southern,8077
2,h,945000,3,239,5.1,3011,1,1,126,65,1890,16,144.89095,Southern,2417
3,r,730000,1,222,6.2,3015,2,2,340,135,2000,10,144.86683,Southern,984
2,h,980000,4,135,1.9,3205,1,0,64,112,2000,25,144.95464,Southern,5943
2,p,570000,4,196,2.7,3141,1,1,0,64,1965,26,145.00206,Southern,14887
2,p,600000,4,260,5,3182,1,1,0,82,1930,25,144.979,Southern,13240
2,p,360000,3,28,31.7,3429,1,1,143,112,1999,11,144.70693,Southern,14092
3,h,475000,1,124,31.7,3429,1,4,754,131,1985,11,144.75565,Southern,14092
3,h,495000,1,167,31.7,3429,2,2,563,150,1994,11,144.75329,Southern,14092
3,h,695000,1,16,10.5,3020,1,0,694,113.6,1950,3,144.81369,Southern,6763
3,h,760000,1,16,10.5,3020,1,2,1143,100,1980,3,144.79948,Southern,6763
3,h,583500,1,213,10.5,3020,1,1,672,110,1970,3,144.80996,Southern,6763
3,h,585000,1,184,18,3037,2,2,662,232,2004,3,144.75699,Southern,3640
3,h,1245000,1,16,12.4,3107,2,2,779,135,1970,15,145.10494,Southern,5420
6,h,2000000,4,16,12.4,3107,3,2,1054,235,1970,15,145.11703,Southern,5420
2,p,407000,1,87,15.3,3074,1,1,140,78,2010,29,145.01744,Southern,7955
3,h,891000,1,155,7,3071,2,2,199,140,1999,6,144.99615,Southern,8870
3,h,615500,1,260,12.9,3043,2,1,238,118,2011,11,144.88236,Southern,3296
2,p,300000,3,105,12.9,3043,1,1,0,66.32,1980,11,144.88019,Southern,3296
5,h,1310000,1,90,14.7,3152,3,2,818,255,1985,13,145.24212,Southern,7082
4,h,645000,0,260,14.7,3030,2,2,555,237,2002,30,144.66911,Southern,16166
4,h,482500,1,257,14.7,3030,2,0,533,170,1980,30,144.64003,Southern,16166
3,p,394000,0,260,14.7,3030,2,4,287,137,2013,30,144.6707,Southern,16166
4,h,821000,1,257,16.5,3049,3,2,544,264,1997,11,144.87924,Southern,2474
3,h,635000,1,16,16.5,3049,2,1,691,177,1975,11,144.88468,Southern,2474
3,h,601000,1,196,35.5,3757,2,1,972,149,1996,29,145.13282,Southern,2170
3,h,1050000,4,251,6.8,3016,1,0,179,115,1890,10,144.90474,Southern,6380
1,p,385000,3,251,6.8,3016,1,1,0,35.64,1967,10,144.89936,Southern,6380
2,p,560000,0,260,4.6,3181,1,1,0,61.6,2012,26,144.99025,Southern,4380
6,h,2450000,4,239,6.3,3013,3,2,1087,388.5,1920,16,144.89389,Southern,6543
4,h,1436000,1,28,7.5,3040,3,3,511,187,1922,-1,144.90487,Southern,1543
3,h,913000,1,85,11,3018,2,3,530,148,1985,-1,144.81931,Southern,5301
3,h,1070000,0,192,9.4,3025,1,3,693,134,1950,-1,144.84905,Southern,5132
4,h,5100000,1,135,6.3,3143,2,2,761,255,1900,-1,145.02091,Southern,4836
2,p,600000,4,32,6.4,3183,1,1,2283,85,1980,-1,144.99898,Southern,2952
5,h,1950000,1,192,9.7,3104,3,2,743,0,1949,-1,145.09311,Southern,7809
3,h,824000,1,167,23.2,3153,1,2,725,112,1980,-1,145.25802,Southern,5030
3,h,1470000,3,32,13.8,3165,2,2,616,154,1960,-1,145.07121,Southern,10969
4,h,975000,3,90,35.2,3806,3,2,675,332,2005,-1,145.35417,Southern,17093
4,h,1950000,0,260,17.3,3193,3,2,665,206,1950,-1,145.01884,Southern,2866
4,h,1375000,1,106,13.4,3130,1,3,757,150,1968,-1,145.15441,Southern,2867
2,h,1820000,3,32,10.9,3128,1,2,701,94,1940,-1,145.11897,Southern,4605
4,h,2515000,1,135,10.3,3187,2,2,583,323,1925,-1,145.0155,Southern,6938
2,h,800000,4,260,5.2,3056,1,0,140,90,1890,-1,144.9598,Southern,11918
3,h,680000,1,196,12.1,3083,1,2,532,106,1977,-1,145.04515,Southern,10175
3,h,814000,1,16,12.1,3083,1,2,542,0,1970,-1,145.05691,Southern,10175
3,h,715000,3,221,12.1,3083,1,1,541,120,1960,-1,145.05423,Southern,10175
2,p,692500,1,161,7.7,3124,1,1,145,72,1970,-1,145.09374,Southern,8920
2,h,1520000,0,255,3.5,3054,1,1,193,106,1900,-1,144.97494,Southern,3106
4,h,1609000,1,82,8.4,3145,2,2,664,155,1900,-1,145.04476,Southern,608
3,h,1295000,1,163,17.9,3192,2,2,657,195,1958,-1,145.06775,Southern,9758
2,p,575000,3,32,17.5,3169,1,2,914,89,1970,-1,145.1306,Southern,4734
3,h,1210000,1,139,6.7,3058,1,4,460,141,1920,-1,144.95458,Southern,11204
2,r,631000,1,28,6.7,3058,2,1,1965,103,2000,-1,144.97455,Southern,11204
3,h,457000,1,257,17.4,3048,1,2,551,118,1975,-1,144.93393,Southern,1124
4,h,730000,4,73,23,3136,2,2,655,184,1965,-1,145.29651,Southern,11925
3,h,790000,1,98,23,3136,2,2,659,131,1987,-1,145.26256,Southern,1705
3,h,857000,1,179,23,3136,2,1,1007,250,1980,-1,145.29163,Southern,2985
3,h,477000,1,257,14,3047,1,1,627,97,1960,-1,144.93809,Southern,2246
3,h,510000,1,141,24.7,3175,2,1,673,125,1995,-1,145.22621,Southern,10894
4,h,950000,3,16,21.8,3089,2,2,879,235,1995,-1,145.16,Southern,4258
4,h,1375000,1,16,12.4,3108,2,3,652,218,1970,-1,145.13598,Southern,9028
4,r,1175000,1,16,14.3,3109,2,2,723,235,2009,-1,145.15372,Southern,10999
